abstract,class
"在此製造業已臻成熟的基礎下，許多台灣廠商開始建立品牌，藉由設計創造優勢，引入工業設計師(Industrial designer)則是相對重要的一環，工業設計師扮演著在特定的條件限制下創新的角色，產生具有創意之產品造型設計(Form design)，並建立競爭上的優勢。工業設計中，汽車改裝套件設計(Aerodynamics body kits)創新難度最高，需要高強度的產品意象造型能力與三維立體曲面建構觀念，在工業設計界被認定為造型創新難度相當高的產品。基於此，本研究以汽車改裝套件之設計專利為例，探討全球工業設計造型創新之演進，進一步討論各國在此領域的能耐與相對優勢。, , 本研究以汽車改裝套件專業名詞中為關鍵詞，如保險桿(bumper)等進行專利檢索，透過全球專利資料庫WEBPAT擷取1978年到2016年共1866筆美國專利，並以此專利資料做主路徑分析及集群分析，探討整體專利之長期發展與設計知識網絡現況，再藉由造型風格分析矩陣的分析，提供實務上的市場切入建議。將專利的外部關係與內部內容做完整的統一，整合出完整的策略佈局分析。, , 研究發現汽車改裝套件設計專利最早源自於1978年法商雷諾(Renault)，1980年開始，日商(Toyota、Honda等)、美商(Ford、GM等)、德商(Daimler AG、BMW等)陸續投入設計專利申請，以及1984年改裝廠(Lorinser、Lund等)也開始進入。根據發展主路徑，造型趨勢從早期方正、簡約的形態，演化到現代多曲面、流線的形態，且汽車改裝套件設計專利並沒有領導設計主流的廠商，顯示各廠商創新能力相當。集群分析結果顯示，各廠商所著力的方向各有差異，不同群組中各有主流廠商，擾流板群組為例，德國保時捷(Porsche)為掌握該群組主要的廠商。本研究可提供新進入者在產業策略上的資料分析及策略佈局，並進一步自造型創新趨勢中，得知各國家及廠商在設計上的方向及長期優勢；藉了解工業設計創新能力，重新為企業的轉型定位。,",工程
"物聯網閘道器扮演著大量智慧感測器網路與連網雲端伺服器的關鍵中介角色，典型的閘道器使用高階的嵌入式處理器來實現底層裝置網路的管理和上層雲端伺服器功能和遠端行動計算服務。在邊緣運算的應用範例，閘道器的設計需要考量縮短物聯網裝置響應時間，減少物聯網系統耗電量與節省通訊頻寬。使用單一微控制器的解決方案在系統擴充性及計算和通訊效率上難以應付物聯網的大量資料收集、資料管理和即時通訊以及可擴充周邊服務需求。本研究提出一個創新的多微控制器系統架構，結合一個基於現場可程式化閘陣列的硬體橋接器，以及可擴充的多重微控制器，並實現一個智慧現場總線網路的邊緣閘道器。藉由分散式，協同運算特性，此邊緣閘道器可以有效地管理現場總線網路，嵌入式資料收集與雲端通訊。本研究提出的多微控制器閘道器與現有的工業物聯網解決方案比較，在即時性、耗電性與可擴展性有明顯改善。,",工程
"在工業4.0時代,因應產業自動化浪潮，各國政府為提高國際競爭力，持續推動機器人產業發展，而帶動工業機器人需求成長,各國業者也積極切入機器人產業,建構出工業機器人產業供應鏈，做為相關零組件廠商,擴展市場利基，而在工業機器人產業及供應鏈相關報告中,各國及企業投入研究及開發、機構設計，硬體設計，人機介面資通設計，關鍵零組件、模組、整機等等居多。, , 本研究發現工業機器人電線電纜線束如人體經脈及血液流動的重要橋梁，但業界與學界卻疏忽掉它的重要性，本論文先從電線電纜的特性及差異說明電線電纜線束需求及必要性，再從工業機器人電線電纜線束加工設計來說明及定義其模組,並由工業機器人電線電纜線束加工製作來定義及補足工業機器人產業供應鏈之斷層，建構出工業機器人完整產業供應鏈，本論文內容中，工業機器人以SCARA機器人，進行實際電線電纜線束加工設計與製作。,",工程
"製造業是台灣經濟發展的重點產業，科技快速的發展加速工業技術的革新，面對全球的競爭，我國製造業需透過持續的創新來維持其在國際上的競爭地位。工業4.0下的技術創新即是製造業在尋求發展與成長的最佳動能。近年來的文獻多半針對工業4.0的概念進行介紹，較少研究工業4.0這個新興的議題，亦較少談論企業如何進行工業4.0的技術創新活動。本研究藉由個案訪談了解我國企業在面對工業技術快速變化之下，推動工業4.0技術創新活動的實際作為，並以「組織方式」與「知識管理」兩大構面為主軸，針對我國三家在不同產業中具優異表現的公司進行研究，得到了以下的結論：, 結論一：企業在推動工業4.0下的技術創新活動時，會從公司內部原有業務內容進行延伸，依產業類別的不同而有不同的發展方向。, 結論二：企業推動工業4.0技術創新活動的團隊，會具有較高的權力層級及跨功, 能整合程度，且團隊領導者特別強調溝通與整合的能力。, 結論三：企業在整合工業4.0相關知識時，會同時強調整合的廣度與深度。, 最後，本研究提出對於產業實務上以及後續學術研究上的建議。,",工程
"企業在雲端運算上佈署IaaS可直接的降低IT硬體建置資本支出，藉由虛擬機器 (VM) 提升硬體資源使用率，虛擬伺服器快速的佈署可提升企業效能，系統備援資料回復效率提升。然而多個虛擬化伺服器實際上存在同一台實體機的情況，因為虛擬化創造了許多介面，由實體層到虛擬層，各個虛擬伺服器之間的介面，因此產生多個可以被攻擊的端點。, , 台灣網通製造業的發展從早期的代工製造OEM，慢慢的轉型為OEM / ODM / OBM的過程中，發展出完整的供應鏈體系。台灣網通業為了保持企業與整體產業的競爭力的要求下，導入雲端虛擬化可以有效提升企業效率與控管成本，扮演著關鍵的一環。, , 本研究期望能透過了解雲端運算虛擬化在台灣網通代工業的佈署狀況，進而討論對於未導入虛擬化技術時網通系統廠運用雲端運算的資安管控模式、部署與應用情境；後探討將虛擬化技術導入網通系統廠製造代工後，對資安管控模式與過去有何異同，並強化其在導入虛擬化技術於雲端運算資安成本控管、效能分析及風險管控上有何助益。,",工程
"本論文研究目的在於將一般商業型機種轉換為工業級規格手持裝置，以盡量在主體堆疊下設計改動最小的方式來設計。文中會先介紹一般工業級規範級別和基本驗證規格測試條件，並提出相關設計所需要的一般概念與設計的準則。, 透過現有的機種堆疊架構與組裝順序的了解，預估轉型後可能會遇到問題點，在利用繪圖軟體Pro/Engineer來繪製新設計產品圖面，利用機構設計差異化來達到工業級規範的標準。, 最後會使用圖面來比較新舊設計的前後差異，透過圖面可以了解到新的設計所帶來影響的層面，這可以讓初步踏入此領域的設計者得到基礎的概念，透過事先預估問題，利用新設計來克服問題，透過此步驟來評估新領域規範產品的可行性。,",工程
"近年來人口發展迅速，各國經濟快速成長，使國人消費能力提高，驅使各項產業發展近於高生產及高消費的時代，故製造出的廢棄物亦相對的提升，為求環境之永續經營與發展，需要有效的將廢棄資源再利用。目前國內的紡織產業中，織物生產量相當龐大，在生產過程中隨之而來的產生龐大數量的下腳料，而日積月累聚集而成的廢棄物造成環境中相當驚人的垃圾量。本研究最係將回收纖維材料製成不織布，並與三明治夾層材料複合，製備成具有功能性之環保複合板材，並評估其性能。, 本研究中變化回收遠紅外線聚酯纖維(RPET)以及中空三維卷曲聚酯纖維(TPET)含量，並加入固定含量之低熔點聚酯纖維(LPET)20 wt%，經過不織布製程以及針軋製程製成RPET/TPET/LPET不織布基布。後續疊層過程中分別夾入鍍鋁薄膜、玻璃纖維以及碳纖維，主要為增強不織布基布熱反射之效果以達到保溫，了解纖維混比、針軋速度與熱壓溫度之最佳參數，並以透氣度、遠紅外線放射率、剛挺性、拉伸強力、頂破強力、穿刺強力、撕裂強力以及溫升的分析做評估與探討。, 研究結果發現，當回收遠紅外線聚酯纖維含量比例越多，力學性能會稍微下降，但並不影響阻熱性能，而在3種纖維比例混和時有最佳的綜合性能，又以RPET/TPET/LPET纖維含量比例60/20/20 wt%為後續疊層製備參數，用針軋100needles/min基布與鍍鋁薄膜、玻璃纖維及碳纖維熱壓140℃疊層，發現不織布與鍍鋁薄膜夾層(A/PET)之三明治四層結構，阻熱效果可隔熱27.15℃為最佳。, ,",工程
"台灣營造業經營型態主要分為綜合營造業、專業營造業及土木包工業，其中成立土木包工業是門檻最低的方式，根據內政部營建署統計資料顯示，自民國96年至105年為止，台灣登記的土木包工業從4794家逐年攀升至達6518家。本研究首先蒐集土木包工業之相關規定，再以土木包工業者提供之不同類型案例進行探討分析，將土木包工業常見的問題歸納為工期管理問題、施工規劃問題、工地執行問題、施工安全問題及工程變更問題等幾個面向，同時針對不同面向探討如何從施工管理及成本控管找出平衡點，最後提出具體建議，期能做為土木包工業者之參考，以減少土木包工業經營的風險並創造更多的利潤。,",工程
"本研究針對1990年代至今，台灣工業設計教育因應少子化衝擊，許多大學為轉型而衍生出延伸衍化型與創意創新型等26所工業設計相關科系，透過文獻蒐集分析、人物訪談及實地調查等方法，依其系所成立年代分期，探討各校的設立的體制背景、科系發展沿革、師資與課程規畫特色等現況及其未來發展，藉以釐清台灣設計教育各時期、各類型的設計教育核心理念與承先啟後的關係，並建立其脈絡體系。, 本研究首先界定「延伸衍化型」，主要因1990年代初期教育部認為工業設計科系過多，新設立的學校由工業設計延伸衍化出不同系名，例如實踐大學工業產品設計系(1992)、銘傳大學商品設計系(1995)、樹德科技大學生活產品設計系(1999)等。其次界定「創意創新型」，主要在2000年代因少子化衝擊教育，且2002年政府提出「挑戰2008：國家發展重點計畫」，提倡文創產業，導致各大專院校以創意創新設計、時尚生活為名設立新科系，例如：亞洲大學創意商品設計系(2007)、南臺科技大學創新產品設計系(2010)、正修科技大學時尚生活創意設計系(2013)、高雄第一科技大學創新設計工程系(2013)等。, 本研究結果發現，無論延伸衍化型或創新創意型的大學，少部分是1990年代以後新成立的，例如雲科大、亞洲、樹德科大、義守等，其科系命名與課程規劃具有前瞻開創性，且許多私校投入大量設備與師資，積極發展各自特色。大部分的大學原本是商專、工專與家專等舊體制，成立年代久遠。由舊體制衍生的設計科系在課程規劃上，都保有各校原本的體質特色。商專改制的在課程上會加入設計管理、行銷策略與品牌形象等；工專改制的在課程上加入人因工程、材料結構與電腦繪圖等；家專改制的在課程上會加入設計美學、藝術繪畫與生活工藝等。針對所有學校現有課程規劃的模組化設計，可以歸納分析出：A.產品設計模組、B.文化創意模組、C.商品與行銷模組、D.工藝模組與E.生活科技模組等。, 本研究調查研究結果，釐清1990年代至今的台灣工業設計教育衍生科系的發展體系脈絡。未來可以繼續探討產品設計與其他領域結合的雙體制複合型科系的發展現況，藉此建構出台灣工業設計系教育完整的發展脈絡與史料體系。, ,",工程
"魯迅和陳映真的關聯性問題是兩岸文學的熱絡課題。魯迅逝世於1936年日本全面侵華前夕的上海，而陳映真出生於1937年日本殖民統治下的台灣，這不僅是時間上接續性的巧合，也呈現了被侵凌與被殖民的中國近現代史進程，以及文學註定的背負歷史和現實的使命。陳映真多次談及魯迅所給予他的深刻影響，而我們在閱讀二者文字時也往往感受到相接近的氣質。, 本論文，從魯迅和陳映真的早期小說與稍後期的文藝思想的文本分析和比較出發，來探討他們的文學和思想的核心要義。具體分三個層面展開：一、小說創作層面，二人早期小說均有象徵主義和寫實主義相調和的特質，它既具有現代主義的抒情性，又具有現實主義的寫實性，在個人和社會之間形成恰當的調和關係，用個人氣質強烈的抒情筆調達成對遼闊現實畫面的理性關照；二、文學場域及思潮層面，二人創作與場域、思潮的互動均體現現代主義帷幕之下的現實主義特性，魯迅的創作形式與中國現代思潮密切相關，受現代危機促發，學貫中西，尤其向域外謀求新知是中國現代知識份子的訴求，魯迅也積極提倡和實踐翻譯活動，並將此自覺融匯到了創作之中，陳映真的創作形態則與台灣戰後五、六〇年代的現代主義潮流有所聯繫，但在現代主義的形式和個人的憂鬱氣質之下，卻有著對歷史和現實的廣闊描摹，以及對由歷史和現實內化而成的精神生活的深刻探索；三、文藝思想層面，二人的文藝思想均演繹了文學藝術與社會生活相辯證的關係，他們都認同文學來自社會反映社會，但文學又不直接等同於社會或政治，而要求上達的形式，力求以藝術形象的方式將理性範疇的思索化為獨特的審美品格，以及保持有個人「永遠的在野派」的批判力。, 最終，我主要處理有以下幾個重點：一、魯迅和陳映真的文學的共同之處，在於「從文學出發的左傾」的文學和思想之間的辯證關係，它讓思想因文學所特有的細緻、柔軟和豐潤而避免走向教條式的極端和僵硬，也使得文學因為有深沈的思想支撐而落實在遼闊的大地上，這種恰當的調和關係成就了他們文學永遠的自由生命力和現實批判性；二、在如此共同性基礎上，他們文學的旨歸又都落在各自生命所依傍的歷史階段的社會現實，例如陳映真就將魯迅認識封建社會的方式轉化為批判台灣社會白色恐怖歷史的基礎；三、從對他們前後階段的觀察來看，雖則具體表現有所差異，但他們文學的核心特質具有連貫性，文學和思想的調和性質貫穿他們的生命歷程；四、在二人文學和思想比較的框架中，也可找到思索和批判兩岸「現代性」、「殖民性」的契機。, 在豐富而零散的前行研究的基礎上，本論文從文本和社會歷史背景著眼，探索出這樣一條詮釋的路徑，試圖更接近二人文學和思想的核心特性，也為當下我們思考文學、思想及二者關係，還有兩岸文學關聯、思想批判任務提供一些線索。,",文學
"《從文學到舞蹈：林懷民、梅卓燕、王玫的劇場舞蹈創作研究》，是關於兩岸三地的三位編舞家的舞蹈作品形態和舞作形成因素，以及舞作與社會關係的綜合研究。本研究選取他們以經典文學文本為「前文本」所進行的劇場舞蹈創作，分別是林懷民的《流浪者之歌》，梅卓燕的《遊園驚夢》，和王玫的《雷和雨》。通過研究他們的舞作，總結他們的舞蹈創作思想和舞蹈創作技巧。關注他們作為創作者的個體生命經驗在社會、歷史、文化脈絡中的表達及其相互影響。, 本研究使用舞蹈訪談法、觀察法、檔案資料研究法等收集研究資料。在研究理論方面，主要採用「互文性理論」和「二元舞蹈學社會學理論」。研究內容包括兩部分，第一部分是林、梅、王的「個體生命觀照」和「藝術歷程」。第二部分是針對林、梅、王的舞作研究，包括舞作與文學的「互文性」關係，舞作的「內部特徵」和「外部特徵」。通過對林、梅、王的個體關照和舞作分析，本研究發現，在舞蹈創作思想上，林、梅、王都具有強烈的社會責任和人文關懷；自我文化認同和文化自信；堅定的自主立場和自我信念。在舞蹈創作技巧上，他們都充分利用「前文本」的互文性指涉意義；他們的舞作都是對「前文本」的「敘事性結構」的解構，而重新架構的「劇場性結構」。他們都以不同的方式，建構了舞作的獨特動作語言。他們都主動回到中華文化根源上，追尋自我文化的力量和美學價值，用自我文化的營養壯大發展自己，用自我文化的新生和新面貌站到世界舞台。, ,",文學
"在台灣文壇上擁有「軍中三劍客」稱號的朱西甯、司馬中原與段彩華三人，從一九五〇年代的國民黨文藝體制出發，開始他們長達五十年以上的創作生涯。雖然，三人最後的文學成就與文學史評價有所差異。但是，他們早期的文學發展路徑相似。論文重新檢視他們三人創作軌跡，勾勒他們成為「作家」的過程。本文以為，將文學創作內容的變化與作家參與的文學活動，兩者結合看待與討論，才能還原其文學真貌，也是客觀評價作家作品的必要途徑。現行對他們三人的研究都建立在一個先驗式的命題：討論他們成為作家之後寫什麼樣的作品？內容主題為何？藝術技巧為何？卻忽略他們如何成為一個作家的過程？文學作品生產與社會脈絡以及時代的連結為何？因此，論文將他們的文學創作及文學實踐，置於更大的社會與歷史脈絡底下重新檢視，探討戰後台灣文學發展與「國民黨文藝體制」及「美援文藝體制」的深刻關連。, 論文分成兩大部分，第一部分是他們成名前的文學活動。主要在勾勒「軍中三劍客」如何從「軍中」到「文壇」的過程，這裡又可細分為兩個小部分：包括他們最早受到肯定的「反共小說」、他們在香港美援文藝雜誌的投稿情形，以及此一「香港時代」對他們後續文學實踐的影響；其次是他們如何重返台灣文壇，受到肯定與傳播、此一時期文學創作的特色，以及如何進入文學史書寫。第二部分是他們成名後的文學實踐。他們在官方文藝體制中得到權力位置，並且成為官方意識形態的擁護者與守門人。隨著台灣社會回歸現實的風潮，文學典範轉移，讀者拋棄書寫過去鄉土題材的作品，轉而擁抱現在的鄉土。他們在台灣文學場域的權力位置明顯邊緣化。, 我們嘗試將實體存在的作品，結合抽象的文學生產過程加以觀察，辨識他們在台灣文學場域的參與、擴展、移動的路徑。在這樣的過程中，我們發現，「軍中三劍客」的文學創作，一開始就得到黨國體制的支持與鼓勵。成名後，他們協助官方形塑與鞏固軍隊與校園的意識形態工作，因此被賦予在文學生產與傳播過程中的權力位置。然而，這卻必須以犧牲個人創作自由為代價。由此，吾人得以見證政治與文學間複雜糾葛的關係。,",文學
"摘要, 文學融入地方文化，創作出一本記錄當地特色和新文化創意的繪本，不但能傳承地方文化，還可以發揚地方特色、提高小鎮的能見度。筆者多方比較後，認為「繪本」之圖文並茂，是人人愛看的書籍，藉由文學繪本的創作，來介紹虎尾小鎮，是最好不過的了。, 雲林縣的虎尾鎮擁有豐富的文化底蘊，而其地名由來的傳說，更是眾說紛紜，版本不一；這些街頭巷尾流傳的各種故事，很多是以民間文學的角度，觀察先民對於地名來歷所充滿想像力的詮釋。, 經由在地文史工作者與學者的考證下，虎尾地名的由來終於出現了應有的輪廓，然而，那些研究的動機，不單只是探討虎尾地名的由來，而是藉由虎尾這個有趣的地名，以文學的角度，試圖為虎尾創發傳奇故事。, 臺灣經濟富裕之後，牽動文化的轉型，使社區文化和傳統文化成為有發展、創新與傳承的價值，因而也提高發揚鄉土文化的重要性。世界經濟進入21世紀後，以知識與創意為核心之文化產創業，為經濟發展的重點之一。從地方到世界各國，要如何標記自身獨特的存在？答案正是在「重視在地文化，發揮在地特色」裡！, 筆者所創作的『虎尾狂想曲』是一本藉由有趣的創作故事結合虎尾地區知名景點的簡介，促使讀者對虎尾鎮留下深刻的印象，因此提高地方文化產業及經濟活化的可能性。筆者所採行的方法分成四個階段，抱括：一、小鎮歷史的研究。二、蒐集虎尾鎮內的人文資料。三、編寫成繪本故事腳本。四、以水彩彩繪再套上故事腳本的文字。, 配合繪本的內容，設計實用的週邊商品，像是代表虎尾鎮精神象徵的虎尾隨身碟、虎尾原子筆、虎尾馬克杯還有深受虎尾居民信仰的德興宮之虎尾御守（共設計有良緣御守、學業御守、事業成功御守以及健康御守等四款），如果依繪本景點搭建故事中的場景及人物塑像，型成一座繪本小鎮，因此帶動地方的觀光產業，活絡了當地的經濟營收及地區文化的推廣，也是這個研究積極努力的方向。, 利用創意的圖片提昇了商品的價值、利用創作者的巧思品味生活中曾有的感動；在當今世界經濟活動與全球景緻趨於一致的情況下，以文學創作置入地方文化行銷的研究，當能獨樹一格，且勢在必行；此為筆者所深信，且戮力以赴的原動力。, 關鍵詞：文學創作、虎尾鎮、虎尾狂想曲、在地文化、繪本, ,",文學
"自從「五四」以還，周作人在新文化運動素享聲譽，擁有與胡適齊名之領導者身分。周氏踵隨「五四」之落潮，自行開闢一條獨特之現代散文途徑—小品文，遂於散文領域中，確立自己之創作標準。本論文就頗能代表其「言志」小品，平和沖淡風格之創作和著述，作為研究之主要對象與範疇，而研究之主要目的，乃綜合研析周氏「言志」文學之實際風貌，並重新評估其價值，而賦予應有之肯定。, 本論文之研究範圍，主要係藉周作人撰著之各類文集，以析解其文學作品，在思想、題材、風格、藝術等方面之特徵，而以文本分析法，閱讀周氏之相關創作，且將作品拆解，俾深入至深層，並藉文獻研究法，詳讀有關研究範圍內觸及之專書、期刊與學位論文等，另擴大涉及文獻之情境，而延伸出不同之詮釋角度。復將應用歸納法獲致之結果，另經由演繹法之進行，以查驗其結論之正確性。最後融合應用歸納法、演繹法與綜合法等技巧，以營構具新意義、新知識之論文。, 周作人為建構「言志」文學觀，乃提倡散文創作，需表現作家之思想情感，抒發作者之「性靈」情懷。周氏創作之小品散文，乃陶融於英國隨筆之特質、希臘文學之人文思想，以及日本俳文之情韻，而最終產出之成果作品，風致與色彩仍屬周氏之個人自我。此種個人化、自由化之文體，無非即「言志散文」。文藝乃不替任何標的發言，而純為作者抒發胸臆、自我表現，甚至自己暴露之型態。, 「言志」文學思想，可概括為：情感思想之美妙表達、獨抒性靈而不拘格套、主觀欣賞非客觀檢察、文學發達極致之小品、言志與載道交替輪迴、文藝無用與無用之用。作為現代散文，應具備詩歌之意境，始克堪稱為真正意義上之「美文」。, 在新文學花園中，散文呈現姹紫嫣紅之際，小品文更顯現特具之風姿。周作人開拓現代散文之創作視野，無論在理論思想上，抑或寫作藝術上，均擁有獨特非凡之成績。故成為中國現代文學史上，赫赫有名之散文大師，其文學理論與實際創作，深刻地影響中國現代散文之發展。周氏最能彰顯散文之思想風采與藝術風格，且在現代文學史上，其小品文之表現尤為突出，成就誠屬位居首屈一指。, ,",文學
"構思動畫故事情節的過程中，將原本已存在的文學作品拿來改編是其中一種創造腳本的方式，但如何將這些已廣為人知的故事改編成能再次吸引人的情節、跳脫傳統的思考框架，是動畫創作者需要考慮的課題。在許多著名動畫作品中，常能見到以文學作品作為基礎改編的腳本，且加入各種不同的元素另作改寫，而這些元素可能是角色造型、時空背景、場景等等。本研究以《西遊記之大聖歸來》及《冰雪奇緣》作為分析樣本，將其與原作文本互相對照，分析主角從文學原作改編到動畫腳本的過程中，其角色塑造元素增減之比較。目的在於對照原作文本與動畫改編對於角色塑造的異同，並歸納出動畫創作者在未來設計動畫角色時能應用於角色塑造的建議。研究結果顯示：動畫中的角色塑造仍會保留部分原作文本的設定作為原型，再加以改寫轉化；其中人格特質的部分改寫的比例較大，而角色因著這些特質作出不同決定，使角色之間的關係有新的詮釋，也使故事劇情產生不同的發展。本研究的創作也運用文獻探討所歸導出的七項必要角色塑造特質進行動畫前期製作，並實驗多種版本角色塑造對於劇情所造成的差異性。,",文學
"臺灣客家話失落快速又嚴重，有志之士莫不憂心怔忡，大聲疾呼希望保持客家話的種苗，採取各種措施，來讓客家話復育。教育部為了因應此一需要，使本土語言文化的推廣有所依據，於2000年起便積極規畫進行客家語辭典之編纂計畫，並自2001年下半年起正式進行編纂，經過多年的努力，終於在2006年開放公眾使用。此外，客家委員會亦朔其前身行政院客家委員會振興客家語言文化之使命，辦理客語認證考試。在此雙管並進的運作之下，共同推動客家語之傳承並建立客語書寫的共識。, 文化的傳承不容忽視，當務之急可用文字透過語言文字「我手寫我口」書寫傳達，隨著語言變遷做完整之紀錄，促進族群文化的傳承。鍾振斌是台灣少數積極以客語創作兒童文學作品的「寫手」，筆者以其結集做為研究文本，目的是要藉分析鍾振斌的客家兒童文學作品，探討其以客語書寫童謠、童詩、以及兒童口說藝術與戲劇作品的內涵與意境，了解像他這樣以客語文字書寫客家兒童文學的作者，如何以童心童眼看世界，以個人化的寫作風格，帶領客家兒童文學進入新的境界。鍾振斌在讀大學一年級之際即開始參與客家事務，三十餘年來，經營、出版《六堆風雲》雜誌，近年來亦積極投入以客語文字書寫客家兒童文學，其作品並傳達特殊的視野與兒童觀點。本文希望藉此研究，促進大眾對於客家兒童文學的關注。, ,",文學
"奇幻兒童文學插畫源自於歐洲各國奇幻文學，背景來自中世紀風格的世界觀，在那裡，隨著不同的想像力，奇幻的國度當中沒有任何不可能。近代被尊稱為藝術童話文學開拓者的安徒生筆下的作品，開創了架空世界的先驅，也讓後世的藝術家們得以更天馬行空地創造各種形形色色的奇幻作品。, 而歐美奇幻兒童文學插畫因童話故事內容的情節，不同的場景、角色，以不同的插畫表現技巧，營造出不同的氣氛，形成了豐富的視覺效果，塑造出幻想世界獨特的特性與美感，也突顯出藝術的價值性。, 近年來，臺灣的兒童插畫受到國外的影響，讓國內許多插畫繪本創作者和讀者，見識到插畫多元而豐富的精彩創作，且近年來臺灣本土插畫人才輩出，並屢獲國際大獎肯定，顯示岀本土雄厚的插畫創作實力，社會大眾對兒童插畫的喜好與日俱增，帶動了插畫人材的培養，而使得兒童插畫更饒富趣味與融入生活當中，並更能啟發兒童的想像力。, 本文分為文獻分析、個案研究與創作等部分，文獻分析首先透過對奇幻兒童文學插畫相關文獻的探討、蒐集分析、媒材技法與色彩運用，整理奇幻兒童文學插畫的定義，瞭解現今兒童插畫的發展，並藉由國內外作品分析的結果，作為個人創作參考的依據。, 創作部份以歐美兒童文學為創作題材，並藉由上述文獻探討與技法表現之分析結果，經由圖像的傳達表現，使觀賞者能更加融入幻想的奇妙空間，並利用手繪結合電腦繪圖的方式，成為一系列童話主題的奇幻兒童插畫，期望觀賞者在閱覽作品的同時，有著視覺上的體驗，並能達到寓教於樂的效果，以其創作出新的插畫風格。, ,",文學
"台北城南的紀州庵一帶曾經是文人聚集的地方，作家王文興、余光中與房慧真都曾居住於此，詩社和文學出版社在這裡聚集萌芽，長久下來累積了豐厚的文學資源。紀州庵因為與地區文學歷史的連結，在2014年修復完成後轉型成為「文學森林」。有鑑於此，本創作研究以地圖敘事的方式來重現紀州庵地區的地方記憶，根據不同時期的文學作品對於地區場景的描述，轉換為敘事地圖的方式呈現。創作研究目的在於：1.探討地圖的相關文獻，歸納出地圖的功能形式表現。2.將敘事理論導入地圖設計中，建立一套敘事性地圖的案例分析架構，探討敘事性地圖中所運用的美感形式與象徵手法，作為創作模式建構的依據。3.收集描述紀州庵地區的文學作品，並轉換為文學場景的方式呈現在地圖上，讓觀看者一探當時的生活和認識地景的變化。, 在文獻探討階段以「地圖」、「敘事理論」與「紀州庵」等三個主題，討論地圖與敘事理論的關係，及紀州庵地區的歷史變遷和文學作品之間的連結。在案例分析階段建構敘事性地圖的文化符碼分析架構，歸納出地圖中的圖像敘事所運用的方法，大多是以人物遊憩其中的形象和景物的象徵轉化手法來表現，因此運用於下一階段的地圖創作中。在創作表現階段期初，進行資料的收集與整理，找尋文學作品內容與地區中對應的位置，配合影像資料加以比對，作為場景視覺的參考依據，進而運用圖像敘事的方式和鳥瞰圖、重疊法與斜投影的表現手法，創作出八個文學場景，包含萬新鐵路、舊貨市場、廈門街、洪範與爾雅出版社、同安街、紀州庵、川端橋與新店溪，融入紀州庵文學地圖中。經由上述過程歸納出本研究結論：1.文學地圖運用於歷史地景再現，為建立地區特色的推力。2.敘事性地圖分析架構能有效解析地圖中的圖像敘事表現。3.敘事理論導入地圖創作，有助於表現地區的人文特色。,",文學
"孩子的成長過程中，大腦逐步發展，其中包含性格、態度及其人際關係能力。如何幫助孩子成長是父母和教育者所重視的問題。除了孩子在學校所接受的正規教育外，另外也有許多管道能幫助孩子成長，兒童文學便是其中之一。一部好的兒童文學作品不僅能引起孩子的興趣，也能帶給他們許多不同的價值。, 根據皮亞傑的認知發展理論，兒童四個發展的階段中，其認知的能力逐漸發展且完善，認知的發展是一個不間斷的過程。由皮亞傑的理論我們瞭解，不是所有的書都適合孩子，兒童文學必須要配合小孩每一個年齡層的發展，因此，如果內容或情節的複雜程度超過兒童讀者的認知能力，即便是文學巨著，也不適合他們閱讀。一個好的兒童文學作家熟悉不同年紀的兒童特質，所以能依兒童發展的需求，為兒童創作適合的作品。, 每個發展階段的兒童有其不同的心理特徵，本論文採用皮亞傑的認知發展理論和艾瑞克森的心理社會發展理論，分析兒童及青少年文學多產作家─阿爾弗雷多·戈麥斯·塞爾達的七本作品，檢視其作品是否符合適齡小孩閱讀，探討作品對兒童成長所產生的價值。,",文學
